STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_WHICM-QCEV,Quality control of the evaluation product by government,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_STGSK-USEV,Ensuring the use of the results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_GUDCONT-EVDES,Design of evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_GUDCONT-ETHCS,Safeguarding of ethical standards,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOAUT-DISSEV,Disseminate and communicate evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPAR,9. Does the Parliament/ Congress have any of the following responsibilities related to policy evaluation?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_WCHSK-CIT,Citizens,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_STGSK-DESEV,Designing evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_AM_INFOGUID-GUID4_LINK,Policy Evaluation Guideline 4-Please provide a weblink if available or share it via email,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_PROFST-GOVAC,Government evaluators have to obtain a government accreditation,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ETHSTD-NONE,No,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ACQSKIL,23. What measures are in place to acquire and retain adequate employee  skills  for policy evaluation?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_HIGGUID-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_INTROOBJ-SUPEE,Support the efficiency and effectiveness of government expenditure,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINPLAN-BUDALLOC,Through the budget allocation of the hosting institution,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_AM_INFOGUID-GUID5_NAME,Policy Evaluation Guideline 5-Name of the institution that issued the document,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_CONSTI-QSEV,Requirements related to the quality standards of evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_CONSTI-SKENG,Requirements related to stakeholder engagement,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOAUT-TRAIN,Provide trainings to policy evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOMOF-MANSR,Managing the  spending review  process,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOPLAN-PREIPM,Promoting evidence-informed policymaking,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOPUBL-NONE,None of the above,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINCEN-SEPLINE,The evaluation unit prepares its budget and the central budget authority includes it in the government’s budget proposal without any changes,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPLM-LMEVAG,Establishing a line ministry level evaluation agenda,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_EXTACT,6. Which of the following institutions beyond the executive have the mandate to conduct policy evaluations?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_KB-DISSEV,By organising knowledge dissemination events/seminars,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPAR-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_WHICM,14.2 Which mechanisms are in place to ensure oversight of external evaluations?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_JOBCA-SALSC,Dedicated salary scales,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MCC_SPCETH-EVINT,The integrity of evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ACQSKIL-SPCON,Evaluation specialists are hired through specific contractual modalities,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_CONSTI-ETST,Standards for ethical conduct,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_SECLEG-EVREP,Requirements related to evaluation reporting,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_INTROCHA-CHAL2,"Lack of resources to conduct evaluations (e.g. time, staff, funding)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-CENGUID,Provide central  guidelines  for policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPLAN-TRAIN,Provide trainings to policy evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPLAN-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPUB-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_ST_UNITNAMEMOF,4.3 Please name the specific unit(s) responsible for policy evaluation within the Ministry of Finance or equivalent:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINAUT-SEPLINE,The evaluation unit prepares its budget and the central budget authority includes it in the government’s budget proposal without any changes,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPLM-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_JOBCA,17.1 What do(es) the job category(ies) within the civil service involve?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_AUTOEV-ETHS,By having professional and ethical standards for evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MCC_LEGALEM,29. At what level is policy evaluation across government legally embedded?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_CONSTI,29.1 Which elements are discussed in the Constitution?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_SECLEG-USEV,Requirements related to the use of evaluation findings into policy making,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOCEN-MANPER,Managing the performance of the public sector,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_LMEVDEC-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_WCHSK-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_AUTOEV-COMEV,By commissioning evaluations to external institutions or actors,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MCC_LEGALEM-NOEMBcomment,It is not legally embedded-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_INTROCHA-CHAL9,Lack of adequate legal and institutional framework for policy evaluation,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPUB-other,"Other, please explain",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOPUBL-MANSR,Managing the  spending review  process,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOPUBL-MONPG,Monitoring  government-wide policy goals,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_IMPGRP-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_EVRESULT,30. How are public policy evaluation results used?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_INTROCHA,3. What are the main challenges related to policy evaluations?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-CORDEV,Co-ordinate policy evaluations across the public administration,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-other,"Other, please explain",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOAUT,4.1 Please select the responsibilities of the Autonomous Agency in relation to policy evaluation:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOAUT-DEVAG,Develop and manage a cross-government evaluation agenda,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOAUT-MANPER,Managing the performance of the public sector,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_SAI,8. Does the Supreme Audit Institution (SAIs) conduct any of the following activities?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_LMEVDEC-NOCRI,There is no selection criteria for determining which policies have to be evaluated,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_AM_INFOGUID-GUID3_TIT,Policy Evaluation Guideline 3-Title,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_PROFST-TRAIN,There are specific training requirements for government evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_AUTOEV-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_CONSTI-other,Other elements,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_SYNTMET-EVRAT,Evidence rating,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_EVALCHAMP-PLAN,"Ministry of Planning, Development, or equivalent",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPUB-DEVAG,Develop and manage a cross-government evaluation agenda,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOMOF,"4.2 In addition to responsabilities in relation to policy evaluations, does the Ministry of Finance or equivalent carry out any of the following responsibilites?",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINPLAN-other,"Other, please specify",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_LMEVDEC-LMPP,Based on the line ministry policy priorities/ plans,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_STGSK,15.2 In which of the following stages/activities are external stakeholders generally involved?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_AM_INFOGUID-GUID3_NAME,Policy Evaluation Guideline 3-Name of the institution that issued the document,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_JOBCA-HAMRE,Harmonised recruitment processes across the civil service,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_HIGGUID,28. Is there a  high level guidance  framing policy evaluation across the government?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_PRIMLEG-USEV,Requirements related to the use of evaluation findings into policy making,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_EVALCHAMP-CENTR,"Institution at the Centre of Government (e.g., President's Office / Prime Minister's Office / Cabient Office / Chancellery or equivalent",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-CONDEV,Conduct or commission cross-sectoral policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-MONEV,Monitor the implementation of policy evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOAUT-CORDEV,Co-ordinate policy evaluations across the public administration,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOCEN,"4.2 In addition to responsabilities in relation to policy evaluations, does the Institution at the Centre of Government carry out any of the following responsibilites?",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINPUB-DEDLINE,Through a dedicated budget allocation earmarked for the unit(s),2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MCC_SPCETH-EVINDcomment,The independence of evaluators-comment,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ACQSKIL-JOBF,Evaluation specialists have their own job family(ies) within the civil service,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOMOF-TRAIN,Provide trainings to policy evaluators,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_ST_UNITNAMECEN,4.3 Please name the specific unit(s) responsible for policy evaluation within the Institution at the Centre of Government:,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_KB-ACCEV,By making evaluation evidence more accessible to potential users,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_KB-SYNTEV,By synthesising evaluation results,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_SAI-QUALEV,Assess the quality of the evaluation system,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_LMEVDEC,12. How do line ministries plan which policies to evaluate?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_STGSK-IDEVQ,Identifying evaluation questions,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_PRIMLEG-other,Other elements,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOCEN-OVERS,"Oversee the evaluation function across government (e.g. approve appointment of Chief evaluators, oversee the development of line ministries’ evaluation agendas, etc.)",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPLAN-CORDEV,Co-ordinate policy evaluations across the public administration,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPLAN-other,"Other, please explain",2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_RESPOPUB-CONDEV,Conduct or commission cross-sectoral policy evaluations,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_ADDRESPOMOF-MANPER,Managing the performance of the public sector,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MC_UNITFINAUT,4.5 How is/are the unit(s) in the Autonomous Agency financed?,2023,,,,A,Normal value,0,Units
DATAFLOW,OECD.GOV.GIP:DSD_QDD_GOV_PE@DF_GOV_PE(1.0),Public policy evaluation - 2023,I,AUT,Austria,A,Annual,Q_MCC_CENTREQ-INTCOMM,Policies that result from international commitment (e.g. European funds) need to be evaluated. Please provide the weblink here:,2023,,,,A,Normal value,0,Units
